ticket_id,date,customer_tier,subject,description,status,resolution
T-1762,2024-10-26,Free,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,open,
T-1763,2024-11-27,Business,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,escalated,IPv6 can only be enabled on VPCs created after June 2024. Guided customer to create a new VPC with IPv6 enabled.
T-1764,2024-12-28,Business,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,resolved,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-1765,2024-01-01,Pro,VM stuck in Pending state,Launched a standard-8 instance in eu-west-1; still shows Pending after 20 minutes.,resolved,Capacity was temporarily exhausted in eu-west-1. VM launched after manual intervention by ops team.
T-1766,2024-02-02,Pro,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,resolved,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-1767,2024-03-03,Pro,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1768,2024-04-04,Enterprise,Account locked after failed login attempts,Customer locked out after 10 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1769,2024-05-05,Free,High outbound data transfer charges,Monthly bill is 10x higher than expected. Suspecting unexpected data transfer fees.,open,
T-1770,2024-06-06,Free,GPU instance VRAM lower than spec,gpu-small shows 14.5GB VRAM instead of 16GB as advertised.,open,
T-1771,2024-07-07,Business,Snapshot restore failed,Attempting to restore snapshot snap_12490 results in 'Restore failed' error.,open,
T-1772,2024-08-08,Pro,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,resolved,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1773,2024-09-09,Pro,VM paused unexpectedly on free tier,Free tier VM paused without warning after 25 days of activity.,open,
T-1774,2024-10-10,Enterprise,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1775,2024-11-11,Business,Slow disk I/O on Standard SSD volume,Database queries taking 10x longer than expected. Disk throughput appears throttled.,escalated,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1776,2024-12-12,Enterprise,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,resolved,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1777,2024-01-13,Free,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,resolved,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-1778,2024-02-14,Business,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1779,2024-03-15,Free,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1780,2024-04-16,Business,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,resolved,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1781,2024-05-17,Free,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1782,2024-06-18,Free,DNS record not propagating,Updated A record 42 hours ago but domain still resolves to old IP.,open,
T-1783,2024-07-19,Enterprise,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 14 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1784,2024-08-20,Enterprise,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 30 minutes. IKEv2 session expires.,open,
T-1785,2024-09-21,Free,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1786,2024-10-22,Pro,High CPU alert not triggering,CPU has been at 100% for 10 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1787,2024-11-23,Pro,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,escalated,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-1788,2024-12-24,Pro,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1789,2024-01-25,Pro,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,open,
T-1790,2024-02-26,Free,Network latency between VMs is high,Ping between two VMs in same region is 20ms. Expected <5ms.,open,
T-1791,2024-03-27,Pro,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 29 hours.,escalated,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1792,2024-04-28,Business,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,escalated,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1793,2024-05-01,Enterprise,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,open,
T-1794,2024-06-02,Free,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,escalated,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1795,2024-07-03,Business,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",open,
T-1796,2024-08-04,Free,VM shows wrong timezone,System clock on VM is off by 12 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-1797,2024-09-05,Enterprise,Object storage upload times out for large files,Uploading files over 10GB times out partway through.,resolved,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1798,2024-10-06,Business,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-1799,2024-11-07,Enterprise,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,escalated,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-1800,2024-12-08,Pro,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1801,2024-01-09,Business,Windows VM cannot activate,Windows Server VM showing activation error after launch.,escalated,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-1802,2024-02-10,Free,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,resolved,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 20 minutes.
T-1803,2024-03-11,Enterprise,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,open,
T-1804,2024-04-12,Business,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,escalated,IPv6 can only be enabled on VPCs created after June 2024. Guided customer to create a new VPC with IPv6 enabled.
T-1805,2024-05-13,Business,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,resolved,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-1806,2024-06-14,Business,VM stuck in Pending state,Launched a gpu-small instance in ap-south-1; still shows Pending after 20 minutes.,escalated,Capacity was temporarily exhausted in ap-south-1. VM launched after manual intervention by ops team.
T-1807,2024-07-15,Free,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,escalated,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-1808,2024-08-16,Pro,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1809,2024-09-17,Free,Account locked after failed login attempts,Customer locked out after 10 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1810,2024-10-18,Business,High outbound data transfer charges,Monthly bill is 5x higher than expected. Suspecting unexpected data transfer fees.,escalated,Found misconfigured backup job sending 5TB/day to S3-compatible endpoint. Fixed job config.
